ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-21,1453.820632815809,-2051.6656268601378,3490.935512655267,1453.820632815809,1453.820632815809,-846.0148127742167,-846.0148127742167,-846.0148127742167,-172.00787204903364,-172.00787204903364,-172.00787204903364,-674.0069407251832,-674.0069407251832,-674.0069407251832,0.0,0.0,0.0,607.8058200415923
2014-01-23,1454.056921613639,-1810.4681905050254,3795.2328436067296,1454.056921613639,1454.056921613639,-428.0946967989186,-428.0946967989186,-428.0946967989186,156.07468269083395,156.07468269083395,156.07468269083395,-584.1693794897526,-584.1693794897526,-584.1693794897526,0.0,0.0,0.0,1025.9622248147202
2014-01-26,1454.4113548103837,-1545.4158649518502,3864.018389871403,1454.4113548103837,1454.4113548103837,-268.50738478399336,-268.50738478399336,-268.50738478399336,203.61296027427122,203.61296027427122,203.61296027427122,-472.12034505826455,-472.12034505826455,-472.12034505826455,0.0,0.0,0.0,1185.9039700263904
2014-01-27,1454.5294992092986,-1342.1196322754354,4102.253501017498,1454.5294992092986,1454.5294992092986,-34.732518571829154,-34.732518571829154,-34.732518571829154,411.61494110499444,411.61494110499444,411.61494110499444,-446.34745967682363,-446.34745967682363,-446.34745967682363,0.0,0.0,0.0,1419.7969806374695
2014-01-28,1454.6476436082135,-2120.7811218156285,3558.8336436593722,1454.6476436082135,1454.6476436082135,-600.2495780145599,-600.2495780145599,-600.2495780145599,-172.00787204704838,-172.00787204704838,-172.00787204704838,-428.24170596751156,-428.24170596751156,-428.24170596751156,0.0,0.0,0.0,854.3980655936535
2014-01-30,1454.8839324060434,-1567.042237340419,3829.231261351329,1454.8839324060434,1454.8839324060434,-262.0923943970709,-262.0923943970709,-262.0923943970709,156.07468269150272,156.07468269150272,156.07468269150272,-418.16707708857365,-418.16707708857365,-418.16707708857365,0.0,0.0,0.0,1192.7915380089726
2014-01-31,1455.0020768049583,-1220.1111620789513,4095.6381056795417,1455.0020768049583,1455.0020768049583,-7.45816102527316,-7.45816102527316,-7.45816102527316,419.7313386406037,419.7313386406037,419.7313386406037,-427.1894996658769,-427.1894996658769,-427.1894996658769,0.0,0.0,0.0,1447.5439157796852
2014-02-01,1455.1202212038734,-1752.807927820092,3806.891068469214,1455.1202212038734,1455.1202212038734,-424.46779511204033,-424.46779511204033,-424.46779511204033,21.36649982572537,21.36649982572537,21.36649982572537,-445.83429493776566,-445.83429493776566,-445.83429493776566,0.0,0.0,0.0,1030.6524260918331
2014-02-02,1455.2383656027882,-1441.5455437787787,4022.7581386918114,1455.2383656027882,1455.2383656027882,-270.3562488954466,-270.3562488954466,-270.3562488954466,203.61296027385734,203.61296027385734,203.61296027385734,-473.9692091693039,-473.9692091693039,-473.9692091693039,0.0,0.0,0.0,1184.8821167073415
2014-02-03,1455.356510001703,-1321.7545912373,4122.462205623779,1455.356510001703,1455.356510001703,-99.59177987839911,-99.59177987839911,-99.59177987839911,411.6149411054941,411.6149411054941,411.6149411054941,-511.20672098389315,-511.20672098389315,-511.20672098389315,0.0,0.0,0.0,1355.764730123304
2014-02-04,1455.474654400618,-1950.2770450347602,3446.569002911461,1455.474654400618,1455.474654400618,-728.9190342919181,-728.9190342919181,-728.9190342919181,-172.0078720477861,-172.0078720477861,-172.0078720477861,-556.9111622441321,-556.9111622441321,-556.9111622441321,0.0,0.0,0.0,726.5556201086998
2014-02-06,1455.710943198448,-1704.9694918605574,3700.7972100384955,1455.710943198448,1455.710943198448,-513.9466530859053,-513.9466530859053,-513.9466530859053,156.07468269054678,156.07468269054678,156.07468269054678,-670.021335776452,-670.021335776452,-670.021335776452,0.0,0.0,0.0,941.7642901125427
2014-02-07,1455.8290875973628,-1722.2306696291278,3919.8419600888433,1455.8290875973628,1455.8290875973628,-315.3288577365613,-315.3288577365613,-315.3288577365613,419.7313386416141,419.7313386416141,419.7313386416141,-735.0601963781754,-735.0601963781754,-735.0601963781754,0.0,0.0,0.0,1140.5002298608015
2014-02-08,1455.9472319962779,-2205.527004132289,3336.205238185881,1455.9472319962779,1455.9472319962779,-782.5182515408746,-782.5182515408746,-782.5182515408746,21.36649982517222,21.36649982517222,21.36649982517222,-803.8847513660469,-803.8847513660469,-803.8847513660469,0.0,0.0,0.0,673.4289804554032
2014-02-11,1456.3016651930225,-2334.64652430547,3043.9210060233895,1456.3016651930225,1456.3016651930225,-1188.8928244659728,-1188.8928244659728,-1188.8928244659728,-172.00787204665093,-172.00787204665093,-172.00787204665093,-1016.884952419322,-1016.884952419322,-1016.884952419322,0.0,0.0,0.0,267.40884072704966
2014-02-12,1456.4198095919376,-3302.2490864946167,2020.9021649276078,1456.4198095919376,1456.4198095919376,-2124.734827646875,-2124.734827646875,-2124.734827646875,-1040.3925504897925,-1040.3925504897925,-1040.3925504897925,-1084.3422771570827,-1084.3422771570827,-1084.3422771570827,0.0,0.0,0.0,-668.3150180549376
2014-02-14,1456.6560983897673,-2119.238367762021,3547.0927440998394,1456.6560983897673,1456.6560983897673,-783.9072606682209,-783.9072606682209,-783.9072606682209,419.7313386411682,419.7313386411682,419.7313386411682,-1203.638599309389,-1203.638599309389,-1203.638599309389,0.0,0.0,0.0,672.7488377215464
2014-02-15,1456.7742427886824,-2484.4157928481563,2982.968542727113,1456.7742427886824,1456.7742427886824,-1230.8958845241825,-1230.8958845241825,-1230.8958845241825,21.3664998246191,21.3664998246191,21.3664998246191,-1252.2623843488018,-1252.2623843488018,-1252.2623843488018,0.0,0.0,0.0,225.87835826449987
2014-02-16,1456.8923871875973,-2185.967591244447,2931.313011015969,1456.8923871875973,1456.8923871875973,-1087.986321190388,-1087.986321190388,-1087.986321190388,203.61296027402827,203.61296027402827,203.61296027402827,-1291.5992814644162,-1291.5992814644162,-1291.5992814644162,0.0,0.0,0.0,368.9060659972092
2014-02-17,1457.0105315865121,-2195.026522271554,3064.11850713021,1457.0105315865121,1457.0105315865121,-908.787608876756,-908.787608876756,-908.787608876756,411.6149411060782,411.6149411060782,411.6149411060782,-1320.4025499828342,-1320.4025499828342,-1320.4025499828342,0.0,0.0,0.0,548.2229227097561
2014-02-18,1457.1286759854272,-2869.9474223146685,2776.1535558285705,1457.1286759854272,1457.1286759854272,-1509.634477497382,-1509.634477497382,-1509.634477497382,-172.00787204738862,-172.00787204738862,-172.00787204738862,-1337.6266054499933,-1337.6266054499933,-1337.6266054499933,0.0,0.0,0.0,-52.505801511954814
2014-02-20,1457.364964783257,-2355.801332648221,2777.699804293572,1457.364964783257,1457.364964783257,-1178.2301801288331,-1178.2301801288331,-1178.2301801288331,156.07468269188428,156.07468269188428,156.07468269188428,-1334.3048628207173,-1334.3048628207173,-1334.3048628207173,0.0,0.0,0.0,279.1347846544238
2014-02-21,1457.4831091821718,-2140.7151585048764,3208.384324728341,1457.4831091821718,1457.4831091821718,-893.1403458209963,-893.1403458209963,-893.1403458209963,419.73133864264327,419.73133864264327,419.73133864264327,-1312.8716844636397,-1312.8716844636397,-1312.8716844636397,0.0,0.0,0.0,564.3427633611755
2014-02-22,1457.601253581087,-2503.461681483236,2695.4096114175986,1457.601253581087,1457.601253581087,-1256.740389838221,-1256.740389838221,-1256.740389838221,21.3664998260181,21.3664998260181,21.3664998260181,-1278.1068896642394,-1278.1068896642394,-1278.1068896642394,0.0,0.0,0.0,200.86086374286583
2014-02-23,1457.7193979800018,-2214.439844711253,3329.12529527705,1457.7193979800018,1457.7193979800018,-1026.6222951669513,-1026.6222951669513,-1026.6222951669513,203.61296027472557,203.61296027472557,203.61296027472557,-1230.2352554416768,-1230.2352554416768,-1230.2352554416768,0.0,0.0,0.0,431.09710281305047
2014-02-24,1457.8375423789166,-1815.0086501821488,3218.3806571848068,1457.8375423789166,1457.8375423789166,-758.1328625298626,-758.1328625298626,-758.1328625298626,411.61494110657765,411.61494110657765,411.61494110657765,-1169.7478036364403,-1169.7478036364403,-1169.7478036364403,0.0,0.0,0.0,699.7046798490541
2014-02-27,1458.191979597972,-2110.3916838705354,3256.674342831283,1458.191979597972,1458.191979597972,-765.1683588196985,-765.1683588196985,-765.1683588196985,156.07468269092834,156.07468269092834,156.07468269092834,-921.2430415106268,-921.2430415106268,-921.2430415106268,0.0,0.0,0.0,693.0236207782735
2014-03-01,1458.428271077342,-1860.9318957917098,3539.7132709714606,1458.428271077342,1458.428271077342,-690.7923418716034,-690.7923418716034,-690.7923418716034,21.36649982546496,21.36649982546496,21.36649982546496,-712.1588416970684,-712.1588416970684,-712.1588416970684,0.0,0.0,0.0,767.6359292057386
2014-03-02,1458.5464168170272,-1673.7000326590119,3833.203012439757,1458.5464168170272,1458.5464168170272,-395.62771977781097,-395.62771977781097,-395.62771977781097,203.61296027542284,203.61296027542284,203.61296027542284,-599.2406800532337,-599.2406800532337,-599.2406800532337,0.0,0.0,0.0,1062.918697039216
2014-03-03,1458.6645625567123,-1246.7748896131939,4172.985088143856,1458.6645625567123,1458.6645625567123,-71.47211873109653,-71.47211873109653,-71.47211873109653,411.61494110495727,411.61494110495727,411.61494110495727,-483.0870598360538,-483.0870598360538,-483.0870598360538,0.0,0.0,0.0,1387.1924438256158
2014-03-04,1458.7827082963975,-1924.175305699698,3731.6566038664905,1458.7827082963975,1458.7827082963975,-537.5451598780588,-537.5451598780588,-537.5451598780588,-172.00787204656623,-172.00787204656623,-172.00787204656623,-365.5372878314926,-365.5372878314926,-365.5372878314926,0.0,0.0,0.0,921.2375484183386
2014-03-05,1458.9008540360824,-2626.164280216072,3150.1898089388665,1458.9008540360824,1458.9008540360824,-1288.8388745487168,-1288.8388745487168,-1288.8388745487168,-1040.3925504897686,-1040.3925504897686,-1040.3925504897686,-248.44632405894845,-248.44632405894845,-248.44632405894845,0.0,0.0,0.0,170.06197948736553
2014-03-07,1459.1371455154526,-736.0433075276001,4514.7447689659175,1459.1371455154526,1459.1371455154526,396.825276611597,396.825276611597,396.825276611597,419.73133864178254,419.73133864178254,419.73133864178254,-22.906062030185566,-22.906062030185566,-22.906062030185566,0.0,0.0,0.0,1855.9624221270496
2014-03-10,1459.4915827345078,-594.4817163840321,5031.19444563976,1459.4915827345078,1459.4915827345078,680.5208826875128,680.5208826875128,680.5208826875128,411.6149411050419,411.6149411050419,411.6149411050419,268.90594158247086,268.90594158247086,268.90594158247086,0.0,0.0,0.0,2140.012465422021
2014-03-11,1459.609728474193,-956.7840888382646,4257.042906420343,1459.609728474193,1459.609728474193,176.1236759973229,176.1236759973229,176.1236759973229,-172.00787204772902,-172.00787204772902,-172.00787204772902,348.1315480450519,348.1315480450519,348.1315480450519,0.0,0.0,0.0,1635.7334044715158
2014-03-14,1459.964165693248,-273.67239872686133,5054.093790457652,1459.964165693248,1459.964165693248,937.7316474880304,937.7316474880304,937.7316474880304,419.7313386418326,419.7313386418326,419.7313386418326,518.0003088461978,518.0003088461978,518.0003088461978,0.0,0.0,0.0,2397.6958131812785
2014-03-15,1460.082311432933,-661.9858023386031,4683.014118884314,1460.082311432933,1460.082311432933,571.6463857569181,571.6463857569181,571.6463857569181,21.366499825161164,21.366499825161164,21.366499825161164,550.2798859317569,550.2798859317569,550.2798859317569,0.0,0.0,0.0,2031.7286971898511
2014-03-16,1460.2004571726181,-508.7417673837997,5107.589660219362,1460.2004571726181,1460.2004571726181,773.7311854400672,773.7311854400672,773.7311854400672,203.6129602744827,203.6129602744827,203.6129602744827,570.1182251655846,570.1182251655846,570.1182251655846,0.0,0.0,0.0,2233.931642612685
2014-03-17,1460.3186029123033,-182.6079099253857,5361.423763023145,1460.3186029123033,1460.3186029123033,989.324964822498,989.324964822498,989.324964822498,411.61494110554145,411.61494110554145,411.61494110554145,577.7100237169566,577.7100237169566,577.7100237169566,0.0,0.0,0.0,2449.6435677348013
2014-03-18,1460.4367486519884,-872.1909654804579,4658.930724006703,1460.4367486519884,1460.4367486519884,401.4670607841951,401.4670607841951,401.4670607841951,-172.00787204846674,-172.00787204846674,-172.00787204846674,573.4749328326618,573.4749328326618,573.4749328326618,0.0,0.0,0.0,1861.9038094361836
2014-03-19,1460.5548943916735,-1802.1144770734268,3623.2812184397667,1460.5548943916735,1460.5548943916735,-482.35067079172296,-482.35067079172296,-482.35067079172296,-1040.3925504893991,-1040.3925504893991,-1040.3925504893991,558.0418796976763,558.0418796976763,558.0418796976763,0.0,0.0,0.0,978.2042235999506
2014-03-21,1460.7911858710438,-116.7510119515371,4956.385172470514,1460.7911858710438,1460.7911858710438,916.751021449908,916.751021449908,916.751021449908,419.73133864234717,419.73133864234717,419.73133864234717,497.01968280756086,497.01968280756086,497.01968280756086,0.0,0.0,0.0,2377.542207320952
2014-03-22,1460.9093316107287,-649.8202443560074,4481.277183445058,1460.9093316107287,1460.9093316107287,474.90210031134313,474.90210031134313,474.90210031134313,21.36649982575772,21.36649982575772,21.36649982575772,453.53560048558546,453.53560048558546,453.53560048558546,0.0,0.0,0.0,1935.8114319220717
2014-03-23,1461.0274773504136,-883.2901972941369,4741.503235971101,1461.0274773504136,1461.0274773504136,606.620049552674,606.620049552674,606.620049552674,203.61296027517997,203.61296027517997,203.61296027517997,403.00708927749406,403.00708927749406,403.00708927749406,0.0,0.0,0.0,2067.6475269030875
2014-03-24,1461.1456230900988,-472.73870182043095,5001.088689137499,1461.1456230900988,1461.1456230900988,758.3569513731776,758.3569513731776,758.3569513731776,411.61494110604093,411.61494110604093,411.61494110604093,346.7420102671367,346.7420102671367,346.7420102671367,0.0,0.0,0.0,2219.5025744632762
2014-03-25,1461.2637688297839,-982.6009457637467,4351.373845420645,1461.2637688297839,1461.2637688297839,114.0858016555829,114.0858016555829,114.0858016555829,-172.00787204920445,-172.00787204920445,-172.00787204920445,286.09367370478736,286.09367370478736,286.09367370478736,0.0,0.0,0.0,1575.3495704853667
2014-03-26,1461.381914569469,-2301.2650109684,3455.162224311,1461.381914569469,1461.381914569469,-817.9638478782242,-817.9638478782242,-817.9638478782242,-1040.392550489658,-1040.392550489658,-1040.392550489658,222.42870261143375,222.42870261143375,222.42870261143375,0.0,0.0,0.0,643.4180666912448
2014-03-28,1461.6182060488393,-1119.8233684340087,4770.794622835566,1461.6182060488393,1461.6182060488393,511.12622019122034,511.12622019122034,511.12622019122034,419.7313386414364,419.7313386414364,419.7313386414364,91.39488154978396,91.39488154978396,91.39488154978396,0.0,0.0,0.0,1972.7444262400595
2014-03-29,1461.7363517885244,-1123.9945658225236,4451.45863101753,1461.7363517885244,1461.7363517885244,47.91765679140844,47.91765679140844,47.91765679140844,21.366499825204617,21.366499825204617,21.366499825204617,26.55115696620382,26.55115696620382,26.55115696620382,0.0,0.0,0.0,1509.654008579933
2014-03-30,1461.8544975282093,-1038.0128441346778,4418.070039639176,1461.8544975282093,1461.8544975282093,167.3012845104095,167.3012845104095,167.3012845104095,203.61296027465366,203.61296027465366,203.61296027465366,-36.311675764244164,-36.311675764244164,-36.311675764244164,0.0,0.0,0.0,1629.1557820386188
2014-03-31,1461.9726432678945,-968.3251667771234,4483.045047772584,1461.9726432678945,1461.9726432678945,315.42283309971435,315.42283309971435,315.42283309971435,411.6149411061257,411.6149411061257,411.6149411061257,-96.1921080064113,-96.1921080064113,-96.1921080064113,0.0,0.0,0.0,1777.3954763676088
2014-04-01,1462.0907890075794,-1406.5077510041551,4166.284704417944,1462.0907890075794,1462.0907890075794,-324.23667336240857,-324.23667336240857,-324.23667336240857,-172.00787204764424,-172.00787204764424,-172.00787204764424,-152.2288013147643,-152.2288013147643,-152.2288013147643,0.0,0.0,0.0,1137.8541156451709
2014-04-02,1462.2089347472645,-2436.3148396819206,2943.250384364446,1462.2089347472645,1462.2089347472645,-1244.1067862942157,-1244.1067862942157,-1244.1067862942157,-1040.3925504895167,-1040.3925504895167,-1040.3925504895167,-203.71423580469911,-203.71423580469911,-203.71423580469911,0.0,0.0,0.0,218.1021484530488
2014-04-03,1462.3270804869496,-1415.6948218450889,4014.4454940049245,1462.3270804869496,1462.3270804869496,-94.02930036848343,-94.02930036848343,-94.02930036848343,156.0746826898604,156.0746826898604,156.0746826898604,-250.10398305834383,-250.10398305834383,-250.10398305834383,0.0,0.0,0.0,1368.297780118466
2014-04-04,1462.4452262266348,-1142.0085934762235,4590.9058137816,1462.4452262266348,1462.4452262266348,128.70984485884873,128.70984485884873,128.70984485884873,419.73133864052573,419.73133864052573,419.73133864052573,-291.021493781677,-291.021493781677,-291.021493781677,0.0,0.0,0.0,1591.1550710854835
2014-04-05,1462.56337196632,-1448.7486404395295,3727.957063545957,1462.56337196632,1462.56337196632,-304.891909157625,-304.891909157625,-304.891909157625,21.366499824651502,21.366499824651502,21.366499824651502,-326.25840898227653,-326.25840898227653,-326.25840898227653,0.0,0.0,0.0,1157.671462808695
2014-04-06,1462.681517706005,-1206.5199228185893,4011.258835727538,1462.681517706005,1462.681517706005,-152.1575591918091,-152.1575591918091,-152.1575591918091,203.61296027523852,203.61296027523852,203.61296027523852,-355.7705194670476,-355.7705194670476,-355.7705194670476,0.0,0.0,0.0,1310.523958514196
2014-04-07,1462.79966344569,-1330.836364298924,4177.350740686556,1462.79966344569,1462.79966344569,31.94533222495226,31.94533222495226,31.94533222495226,411.61494110577263,411.61494110577263,411.61494110577263,-379.66960888082036,-379.66960888082036,-379.66960888082036,0.0,0.0,0.0,1494.744995670642
2014-04-08,1462.917809185375,-1911.5482854483932,3440.0220529967946,1462.917809185375,1462.917809185375,-570.2193896079442,-570.2193896079442,-570.2193896079442,-172.00787204880706,-172.00787204880706,-172.00787204880706,-398.2115175591371,-398.2115175591371,-398.2115175591371,0.0,0.0,0.0,892.6984195774309
2014-04-11,1463.2722464044302,-1245.507519333744,4433.3653008723695,1463.2722464044302,1463.2722464044302,-6.341705228076399,-6.341705228076399,-6.341705228076399,419.73133864104045,419.73133864104045,419.73133864104045,-426.0730438691169,-426.0730438691169,-426.0730438691169,0.0,0.0,0.0,1456.930541176354
2014-04-12,1463.3903921441154,-1758.4291871260837,3931.3926960045046,1463.3903921441154,1463.3903921441154,-406.6685182449891,-406.6685182449891,-406.6685182449891,21.366499824900835,21.366499824900835,21.366499824900835,-428.03501806989,-428.03501806989,-428.03501806989,0.0,0.0,0.0,1056.7218738991262
2014-04-13,1463.5085378838005,-1390.487808524551,3826.0146959160365,1463.5085378838005,1463.5085378838005,-223.84456096553726,-223.84456096553726,-223.84456096553726,203.61296027482467,203.61296027482467,203.61296027482467,-427.4575212403619,-427.4575212403619,-427.4575212403619,0.0,0.0,0.0,1239.6639769182632
2014-04-15,1463.7448293631705,-1877.1099208739224,3594.395927857902,1463.7448293631705,1463.7448293631705,-593.5719605332649,-593.5719605332649,-593.5719605332649,-172.0078720499698,-172.0078720499698,-172.0078720499698,-421.5640884832951,-421.5640884832951,-421.5640884832951,0.0,0.0,0.0,870.1728688299056
2014-04-16,1463.8629751028557,-2489.622681408449,2569.09560194676,1463.8629751028557,1463.8629751028557,-1458.0546888095673,-1458.0546888095673,-1458.0546888095673,-1040.3925504902074,-1040.3925504902074,-1040.3925504902074,-417.6621383193598,-417.6621383193598,-417.6621383193598,0.0,0.0,0.0,5.808286293288347
2014-04-18,1464.0992665822257,-1142.6469111488323,4347.851644388573,1464.0992665822257,1464.0992665822257,8.549017487246099,8.549017487246099,8.549017487246099,419.7313386410903,419.7313386410903,419.7313386410903,-411.1823211538442,-411.1823211538442,-411.1823211538442,0.0,0.0,0.0,1472.6482840694719
2014-04-19,1464.2174109926134,-1837.4913264751035,3868.54331269219,1464.2174109926134,1464.2174109926134,-388.333532037763,-388.333532037763,-388.333532037763,21.366499825497417,21.366499825497417,21.366499825497417,-409.7000318632604,-409.7000318632604,-409.7000318632604,0.0,0.0,0.0,1075.8838789548504
2014-04-20,1464.3355554030009,-1472.8259036261131,4016.8990499433944,1464.3355554030009,1464.3355554030009,-206.36128776439855,-206.36128776439855,-206.36128776439855,203.61296027552194,203.61296027552194,203.61296027552194,-409.9742480399205,-409.9742480399205,-409.9742480399205,0.0,0.0,0.0,1257.9742676386022
2014-04-21,1464.4536998133885,-1310.791833205642,4300.256831304491,1464.4536998133885,1464.4536998133885,-0.7025557922819841,-0.7025557922819841,-0.7025557922819841,411.6149411059192,411.6149411059192,411.6149411059192,-412.31749689820117,-412.31749689820117,-412.31749689820117,0.0,0.0,0.0,1463.7511440211065
2014-04-22,1464.571844223776,-2046.9326032499905,3690.5421625833947,1464.571844223776,1464.571844223776,-588.9405250362173,-588.9405250362173,-588.9405250362173,-172.00787204840964,-172.00787204840964,-172.00787204840964,-416.93265298780767,-416.93265298780767,-416.93265298780767,0.0,0.0,0.0,875.6313191875587
2014-04-23,1464.6899886341635,-2653.7607506660997,2720.73439991564,1464.6899886341635,1464.6899886341635,-1464.3021747469436,-1464.3021747469436,-1464.3021747469436,-1040.3925504899796,-1040.3925504899796,-1040.3925504899796,-423.9096242569638,-423.9096242569638,-423.9096242569638,0.0,0.0,0.0,0.3878138872198633
2014-04-25,1464.9262774549384,-1477.6140662749394,4195.271155265475,1464.9262774549384,1464.9262774549384,-25.016835237579826,-25.016835237579826,-25.016835237579826,419.7313386411402,419.7313386411402,419.7313386411402,-444.74817387872,-444.74817387872,-444.74817387872,0.0,0.0,0.0,1439.9094422173584
2014-04-26,1465.0444218653258,-1703.9535125668465,3782.4573377961538,1465.0444218653258,1465.0444218653258,-436.8764393534396,-436.8764393534396,-436.8764393534396,21.366499824596993,21.366499824596993,21.366499824596993,-458.24293917803664,-458.24293917803664,-458.24293917803664,0.0,0.0,0.0,1028.1679825118863
2014-04-28,1465.280710686101,-1274.9654950007214,4002.7595852540553,1465.280710686101,1465.280710686101,-78.1432979403781,-78.1432979403781,-78.1432979403781,411.6149411051512,411.6149411051512,411.6149411051512,-489.7582390455293,-489.7582390455293,-489.7582390455293,0.0,0.0,0.0,1387.137412745723
2014-04-29,1465.3988550964884,-1938.2348527628862,3291.4722899214794,1465.3988550964884,1465.3988550964884,-678.9043733403049,-678.9043733403049,-678.9043733403049,-172.00787204914738,-172.00787204914738,-172.00787204914738,-506.8965012911575,-506.8965012911575,-506.8965012911575,0.0,0.0,0.0,786.4944817561835
2014-04-30,1465.516999506876,-2718.45692333259,2602.871623505203,1465.516999506876,1465.516999506876,-1564.6654570932858,-1564.6654570932858,-1564.6654570932858,-1040.3925504897518,-1040.3925504897518,-1040.3925504897518,-524.272906603534,-524.272906603534,-524.272906603534,0.0,0.0,0.0,-99.1484575864099
2014-05-02,1465.753288327651,-1458.6937136082483,4060.6986172374814,1465.753288327651,1465.753288327651,-137.76690389397825,-137.76690389397825,-137.76690389397825,419.7313386402296,419.7313386402296,419.7313386402296,-557.4982425342079,-557.4982425342079,-557.4982425342079,0.0,0.0,0.0,1327.9863844336728
